term_str,fear_structural,fear_conflict,fear_affective,fear_breakdown
satisfactorily,0,0,0,0
satisfactory,0,0,0,0
satisfy#1,0,1,0,0
satisfy#2,0,0,0,0
satisfy#3,0,1,0,0
saturday,0,0,0,0
savage,0,1,1,0
save#1,0,1,0,0
save#2,0,0,0,0
save#3,0,0,0,0
save#4,0,0,0,0
savings,0,0,0,0
savor,0,0,0,0
savvy,0,1,0,0
saw#1,0,0,0,0
saw#2,0,0,0,0
saw#3,0,0,0,0
saw#4,0,0,0,0
say#1,0,0,0,0
say#2,0,0,0,0
say#3,0,0,0,0
say#4,2,1,0,0
say#5,0,0,0,0
say#6,0,0,0,0
say#7,0,0,0,0
scald,0,0,1,1
scale#1,0,0,0,0
scale#2,0,0,0,0
scamper,0,0,0,0
scandal,0,0,1,0
scandalous,0,1,1,0
scant,0,0,0,0
scapegoat,0,0,2,0
scar,0,0,1,0
scarce,0,0,0,0
scarcely,0,0,0,0
scarcity,0,0,1,0
scare#1,0,2,1,0
scare#2,0,0,1,1
scare#3,0,0,1,0
scared#1,0,0,2,1
scared#2,0,2,2,0
scary,0,0,1,1
scatter,0,1,0,0
scene,0,0,0,0
scenery,0,0,0,0
sceptical#1,0,0,0,0
schedule#1,0,0,0,0
schedule#2,0,0,0,0
schematically,0,0,0,0
scheme#1,0,0,1,0
scheme#2,0,0,1,0
scholar,0,0,0,0
scholarship,0,0,0,0
scholastic,0,0,0,0
school#1,0,0,0,0
school#2,1,0,0,0
school#3,0,0,0,0
school#4,0,0,0,0
schoolroom,0,0,0,0
science#1,0,0,0,0
science#2,0,0,0,0
scientific,0,0,0,0
scientist,0,0,0,0
scoff,1,0,1,0
scold#1,0,1,1,0
scold#2,0,1,1,0
scope,0,0,0,0
scorch,0,1,1,0
score#1,0,0,0,0
score#2,0,0,0,0
scorn,0,1,2,0
scornful,0,1,1,0
scotland,0,0,0,0
scottish,0,0,0,0
scoundrel,0,1,1,0
scowl,0,1,1,0
scramble,0,0,0,0
scrape,0,0,1,1
scratch,0,0,0,0
scrawl,0,0,0,0
scream#1,0,0,2,0
scream#2,0,0,1,0
screech#1,0,0,1,0
screech#2,0,0,1,0
screw#1,0,0,0,0
screw#2,0,1,1,0
scrub#1,0,0,0,0
scrub#2,0,0,0,0
scruples,0,0,0,0
scrupulous,0,0,0,0
scrutinize,0,0,1,0
scrutiny,0,0,0,0
scuffle,0,1,1,0
sculpture#1,0,0,0,0
sculpture#2,0,0,0,0
scum,0,0,1,0
sea,0,0,0,0
seal#1,1,0,0,0
seal#2,0,0,0,0
seaman,0,0,0,0
seamen,0,0,0,0
search#1,0,0,0,0
search#2,0,0,0,0
search#3,0,1,0,0
searcher,0,0,0,0
seashore,0,0,0,0
season,0,0,0,0
seat#1,1,0,0,0
seat#2,1,0,0,0
seat#3,1,0,0,0
seat#4,1,0,0,0
seato,0,0,0,0
secede,0,0,1,0
secession,0,0,1,0
second#1,0,0,0,0
second#2,0,0,0,0
second#3,0,0,0,0
second#4,1,1,0,0
secondary#1,0,0,0,0
secondary#2,0,0,0,0
secrecy,0,0,1,0
secret,0,0,1,0
secretary#1,0,0,0,0
secretary#2,1,0,0,0
sect,0,0,0,0
section,0,0,0,0
sector,0,0,0,0
secure#1,0,1,0,0
secure#2,0,0,0,0
secure#3,0,1,0,0
security#1,0,0,0,0
security#2,0,0,0,0
security#3,0,0,0,0
security#4,1,0,0,0
security#5,0,0,0,0
security-council,0,0,0,0
sedan,0,0,0,0
sedentary,0,0,1,0
sediment,0,0,0,0
sedition,2,0,0,0
seditious,2,0,0,0
seduce,0,0,0,0
see,0,0,0,0
seed,0,0,0,0
seek,0,0,0,0
seeker,0,0,0,0
seem#1,0,0,0,0
seem#2,0,0,0,0
seen,0,0,0,0
seethe,0,1,1,0
segment,0,0,0,0
segregation,1,1,1,0
seize,1,2,1,0
seldom,0,0,0,0
select,2,0,0,0
selection,1,0,0,0
selective,1,0,0,0
self,0,0,0,0
self-contained,1,1,0,0
self-determination,1,0,0,0
self-governing,1,0,0,0
self-government,1,0,0,0
self-respect,0,0,0,0
selfish,0,0,1,0
selfishness,0,0,1,0
sell#1,0,0,0,0
sell#2,0,0,0,0
seller,0,0,0,0
semantic,0,0,0,0
semblance,0,0,0,0
semester,0,0,0,0
seminary,0,0,0,0
senate,2,1,0,0
senator,2,1,0,0
send#1,0,0,0,0
send#2,0,0,0,0
senegal,0,0,0,0
senile,0,0,1,1
senior#1,0,0,0,0
senior#2,0,1,0,0
sensational,0,1,0,0
sense#1,0,0,0,0
sense#2,0,0,0,0
sense#3,0,0,0,0
sense#4,0,0,0,0
sense#5,0,0,0,0
sense#6,0,0,0,0
sense#7,0,0,0,0
senseless,0,0,1,1
sensible,0,0,0,0
sensitive,0,0,0,0
sensitivity,0,0,0,0
sensory,0,0,0,0
sent,0,0,0,0
sentence#1,0,0,0,0
sentence#2,1,1,1,0
sentiment,0,0,0,0
sentimental,0,0,0,0
separate#1,0,0,0,0
separate#2,0,0,0,0
separate#3,0,0,0,0
separation,0,0,0,0
september,0,0,0,0
sequence,0,0,0,0
sequester,1,0,1,0
serene,0,1,0,0
sergeant,2,0,0,0
series,0,0,0,0
serious,0,0,0,0
seriousness,0,0,0,0
sermon,0,0,0,0
serum,0,0,0,0
servant,0,0,0,0
serve#1,0,0,0,0
serve#2,0,0,0,0
serve#3,0,0,0,0
serve#4,0,1,1,0
service#1,1,0,0,0
service#2,0,0,0,0
service#3,0,1,1,0
service#4,0,0,0,0
service#5,0,0,0,0
service#6,0,0,0,0
servicemen,1,0,0,0
servitude,0,0,1,0
session,0,0,0,0
set#1,0,0,0,0
set#10,0,0,0,0
set#11,0,0,0,0
set#2,0,0,0,0
set#3,0,1,0,0
set#4,0,0,0,0
set#5,0,0,0,0
set#6,0,0,0,0
set#7,0,0,0,0
set#8,0,0,0,0
set#9,0,0,0,0
set#_10,0,0,0,0
set#_11,0,0,0,0
setter,0,0,0,0
settle#1,2,1,0,0
settle#2,3,1,0,0
settle#3,2,0,0,0
settle#4,0,1,0,0
settlement,1,0,0,0
settler,1,0,0,0
setup,0,0,0,0
seven,0,0,0,0
seventeen,0,0,0,0
seventeenth#1,0,0,0,0
seventh#1,0,0,0,0
seventy,0,0,0,0
sever,0,1,2,0
several#1,0,0,0,0
several#2,0,0,0,0
severe,0,1,2,0
severity,0,1,2,0
sew,0,0,0,0
sex,0,0,0,0
sexual,0,0,0,0
shabby,0,0,1,0
shade#1,0,0,0,0
shade#2,0,0,0,0
shadow#1,0,0,0,0
shadow#2,0,1,1,0
shady,0,0,1,0
shaft#1,0,0,0,0
shaft#2,0,1,0,0
shaggy,0,0,1,0
shake#1,0,0,1,0
shake#2,0,0,0,0
shaken#1,0,0,0,0
shaker,0,0,0,0
shall,0,0,0,0
shallow,0,0,1,0
shame,0,0,1,1
shameful,0,0,1,1
shameless,1,0,1,0
shape#1,0,0,0,0
shape#2,0,1,0,0
shape#3,0,0,0,0
shapely,0,0,0,0
share#1,1,0,0,0
share#2,1,0,0,0
share#3,1,0,0,0
share#4,1,0,0,0
shark,0,0,1,0
sharp,0,1,0,0
sharpen,0,0,0,0
shatter,0,2,0,0
she,0,0,0,0
shed#1,0,0,0,0
shed#2,0,0,0,0
sheep,0,0,0,0
sheer,0,0,0,0
sheet,0,0,0,0
shelf,0,0,0,0
shell#1,0,1,0,0
shell#2,2,2,1,0
shell#3,2,2,1,0
shelter#1,0,0,0,0
shelter#2,1,1,0,0
shelves,0,0,0,0
sheriff,2,1,0,0
shield,1,0,0,0
shift#1,0,0,0,0
shift#2,0,0,0,0
shift#3,0,1,0,0
shift#4,0,0,0,0
shift#5,0,0,0,0
shine#1,0,0,0,0
shine#2,0,0,0,0
shiny,0,0,0,0
ship#1,0,0,0,0
ship#2,0,0,0,0
ship#3,0,0,0,0
ship#4,2,0,0,0
shipbuilding,0,0,0,0
shipment,0,0,0,0
shipwreck,0,0,1,0
shirk,0,0,1,1
shirt,0,0,0,0
shiver,0,0,1,1
shock#1,0,1,1,1
shock#2,0,2,1,0
shock#3,0,0,1,1
shock#4,0,1,1,1
shock#5,0,1,1,1
shoddy,0,0,1,1
shoe#1,0,0,0,0
shoe#2,0,0,0,0
shook#1,0,0,0,0
shoot#1,0,2,1,0
shoot#2,0,0,0,0
shoot#3,0,2,1,0
shoot#4,0,0,0,0
shoot#5,0,0,0,0
shoot#6,0,1,1,0
shoot#7,0,1,0,0
shop#1,0,0,0,0
shop#2,0,0,0,0
shop#3,0,0,0,0
shore,0,0,0,0
short#1,0,0,0,0
short#2,0,0,0,0
short#3,0,0,0,0
short#4,0,0,0,0
short#5,0,0,1,0
short#6,0,0,0,0
short-term,0,0,0,0
shortage,0,0,1,0
shortcoming,0,0,1,0
shorten,0,0,0,0
shortsighted,0,0,1,0
shot#1,0,2,1,0
shot#2,0,0,0,0
shot#3,0,0,0,0
shot#4,0,0,0,0
shot#5,0,0,0,0
should,0,0,0,0
shoulder#1,0,0,0,0
shoulder#2,0,1,0,0
shout#1,0,0,0,0
shout#2,0,0,0,0
shout#3,0,0,0,0
shove,0,1,1,0
show#1,0,1,0,0
show#2,0,0,0,0
show#3,1,1,0,0
show#4,0,0,1,0
show#5,0,0,0,0
shower#1,0,0,0,0
shower#2,0,0,0,0
shown#1,0,0,0,0
shrank,0,0,0,0
shred,0,1,1,0
shrew,0,1,1,0
shrewd,0,1,0,0
shrewdness,0,1,0,0
shriek,0,1,1,1
shrill,0,0,1,1
shrink,0,0,0,0
shrivel,0,0,1,0
shroud,0,0,1,0
shrug#1,0,1,1,0
shrug#2,0,1,1,0
shrunk,0,0,0,0
shudder#1,0,1,0,0
shudder#2,0,1,0,0
shun,0,1,1,0
shut#1,0,1,0,0
shut#2,0,1,0,0
shut#3,0,1,0,0
shut#4,1,1,0,0
shutter,0,0,0,0
shy,0,0,0,0
shyness,0,0,1,0
sick#1,0,0,1,0
sick#2,0,0,1,0
sick#3,0,0,1,0
sick#4,0,1,2,0
sickly,0,0,1,0
sickness,0,0,1,0
side#1,0,0,0,0
side#2,0,0,0,0
side#3,0,0,0,0
side#4,2,0,0,0
sidewalk,0,0,0,0
siege,2,1,1,0
sigh#1,0,0,0,0
sigh#2,0,0,0,0
sight#1,0,0,0,0
sight#2,0,0,0,0
sight#3,0,0,0,0
sight#4,0,0,0,0
sight#5,0,0,0,0
sight#6,0,0,0,0
sign#1,0,0,0,0
sign#2,0,0,0,0
sign#3,0,0,0,0
sign#4,0,0,0,0
signal#1,0,0,0,0
signal#2,0,0,0,0
signatory,1,0,0,0
signature,0,0,0,0
signer,0,0,0,0
significance,0,1,0,0
significant,0,1,0,0
signify,0,0,0,0
silence,0,0,0,0
silent,0,0,0,0
silhouette,0,0,0,0
silk,0,0,0,0
silly,0,0,1,0
silver,0,0,0,0
similar#1,0,0,0,0
similar#2,0,0,0,0
similarity,0,0,0,0
simple#1,0,0,0,0
simple#2,0,0,0,0
simple#3,0,0,0,0
simple#4,0,0,0,0
simplicity,0,0,0,0
simplify#1,0,0,0,0
simplify#2,0,0,0,0
simplistic,0,0,1,0
simulate#1,0,0,0,0
simulate#2,0,0,0,0
sin#1,0,0,1,0
sin#2,0,0,1,0
since#1,0,0,0,0
since#2,0,0,0,0
sincere,0,0,0,0
sincerity,0,0,0,0
sinful,0,0,1,1
sing#1,0,0,0,0
sing#2,0,0,0,0
singapore,0,0,0,0
singer,0,0,0,0
single#1,0,0,0,0
single#2,0,0,0,0
singly,0,0,0,0
sinister,0,1,2,0
sink#1,0,0,0,0
sink#2,0,0,0,0
sir,1,0,0,0
sister,0,0,0,0
sit#1,0,0,0,0
sit#2,0,0,0,0
site,0,0,0,0
sitter,0,0,0,0
situate,0,0,0,0
situation,0,0,0,0
six,0,0,0,0
sixteen,0,0,0,0
sixteenth#1,0,0,0,0
sixth#1,0,0,0,0
sixty,0,0,0,0
sizable,0,1,0,0
size#1,0,0,0,0
size#2,0,0,0,0
sizeable#1,0,0,0,0
skeptical,0,0,1,0
sketch,0,0,0,0
sketchy,0,0,1,0
ski#1,0,0,0,0
ski#2,0,0,0,0
skies,0,0,0,0
skilful#1,0,0,0,0
skill#1,0,0,0,0
skill#2,0,0,0,0
skillful,0,0,0,0
skin#1,0,0,0,0
skin#2,0,0,0,0
skirmish,0,1,1,0
skirt,0,0,0,0
skulk,0,0,1,0
sky,0,0,0,0
skyline,0,0,0,0
slack,0,0,0,0
slacks,0,0,0,0
slam,0,2,2,0
slander,0,1,1,0
slanderer,0,1,1,0
slanderous,0,1,1,0
slap,0,1,1,0
slash,0,2,1,0
slaughter,0,1,1,0
slave#1,1,0,0,0
slave#2,0,0,0,0
slavery,0,0,0,0
slayer,0,2,1,0
sleazy,0,1,1,0
sleek,0,0,0,0
sleep#1,0,0,0,0
sleep#2,0,0,0,0
sleep#3,0,0,0,0
sleepless,0,0,1,0
slender,0,0,0,0
slept,0,0,0,0
slice#1,0,0,0,0
slice#2,0,0,0,0
slid,0,0,0,0
slide#1,0,0,0,0
slide#2,0,0,0,0
slight#1,0,0,0,0
slight#2,0,0,1,0
slight#3,0,0,1,0
slight#4,0,1,1,0
slight#5,0,1,1,0
slim,0,0,0,0
slime,0,0,1,0
slip#1,0,0,0,0
slip#2,0,0,0,0
slip#3,0,0,0,0
slipper,0,0,0,0
sloppy,0,0,1,0
slot,0,0,0,0
sloth,0,0,1,0
slothful,0,0,1,0
slow#1,0,0,0,0
slow#2,0,0,0,0
slow#3,0,0,0,0
slow#4,0,0,0,0
slow#5,0,0,0,0
slug,0,0,1,0
sluggish,0,0,1,0
slum,0,0,0,0
slump,0,0,1,0
sly,0,1,1,0
smack,0,1,1,0
small#1,0,0,0,0
small#2,0,0,0,0
small#3,0,0,0,0
smart#1,0,1,0,0
smart#2,0,1,0,0
smart#3,0,0,0,1
smart#4,0,1,0,0
smash#1,0,2,1,0
smash#2,0,2,1,0
smash#3,0,1,0,0
smear,0,1,1,0
smell#1,0,0,0,0
smell#2,0,0,0,0
smile#1,0,0,0,0
smile#2,0,0,0,0
smile#3,0,0,0,0
smile#4,0,0,0,0
smitten,0,0,0,0
smoke#1,0,0,0,0
smoke#2,0,0,0,0
smoke#3,0,0,0,0
smoker,0,0,0,0
smoky,0,0,0,0
smooth#1,0,0,0,0
smooth#2,0,0,0,0
smooth#3,0,0,0,0
smooth#4,0,0,0,0
smooth#5,0,0,0,0
smother,1,0,1,0
smuggle,0,0,1,0
snack,0,0,0,0
snake,0,0,0,0
snap#1,0,0,0,0
snap#2,0,0,0,0
snare,0,0,1,0
snarl,0,1,2,0
snatch,0,2,1,0
sneak,0,0,1,0
sneer,0,0,1,0
snore,0,0,1,0
snow#1,0,0,0,0
snow#2,0,0,0,0
snow#3,0,0,0,1
so#1,0,0,0,0
so#2,0,0,0,0
so#3,0,0,0,0
so#4,0,0,0,0
so#5,0,0,0,0
so#6,0,0,0,0
soar,0,1,0,0
sob,0,0,1,1
sober,0,1,0,0
sociable,0,0,0,0
social#1,0,0,0,0
social#2,0,0,0,0
social#3,0,0,0,0
social#4,0,0,0,0
social#5,0,0,0,0
socialism,1,0,0,0
socialist,1,0,0,0
society,0,0,0,0
sociological,0,0,0,0
sociology,0,0,0,0
soever,0,0,0,0
soft#1,0,0,0,0
soft#2,0,0,0,0
soft#3,0,0,0,0
soft#4,0,0,0,0
soft#5,0,0,0,0
softness,0,0,0,0
soil,0,0,0,0
solace,0,0,0,0
solar,0,0,0,0
sold#1,0,0,0,0
sold#2,0,0,0,0
sold#3,0,0,0,0
soldier,1,0,0,0
sole,0,0,0,0
solemn,0,0,0,0
solicitor,1,0,0,0
solid,0,1,0,0
solidarity,1,1,0,0
solidity,0,1,0,0
solution,0,0,0,0
solve,0,0,0,0
somalia,0,0,0,0
somber,0,0,1,1
some#1,0,0,0,0
some#2,0,0,0,0
somebody,0,0,0,0
somehow#1,0,0,0,0
somehow#2,0,0,0,0
someone,0,0,0,0
something#1,0,0,0,0
something#2,0,0,0,0
something#3,0,0,0,0
sometime#1,0,0,0,0
sometime#2,0,0,0,0
somewhat,0,0,0,0
somewhere,0,0,0,0
son,0,0,0,0
song,0,0,0,0
soon#1,0,0,0,0
soon#2,0,0,0,0
soon#3,0,0,0,0
soothe,0,0,0,0
sophisticated,0,0,0,0
sore,0,0,1,1
soreness,0,0,1,1
sorrow,0,0,1,1
sorrowful,0,0,1,1
sorry#1,0,0,1,1
sorry#2,0,0,1,0
sort#1,0,0,0,0
sort#2,0,0,0,0
sort#3,0,0,2,0
sort#4,0,0,0,0
sought,0,0,0,0
soul,0,0,0,0
sound#1,0,0,0,0
sound#2,0,0,0,0
sound#3,0,0,0,0
sound#4,0,1,0,0
sound#5,0,1,0,0
sound#6,0,1,0,0
sound#7,0,0,0,0
soundness,0,1,0,0
soup,0,0,0,0
sour,0,0,1,0
source,0,1,0,0
south#1,0,0,0,0
south#2,0,0,0,0
south-america,1,0,0,0
south-korea,0,0,0,0
south-vietnam,0,0,0,0
southeast,0,0,0,0
southern,0,0,0,0
southerner,0,0,0,0
southwest,0,0,0,0
sovereign,2,1,0,0
sovereignty,2,1,0,0
soviet,0,0,0,0
space#1,0,0,0,0
space#2,0,0,0,0
spain,0,0,0,0
span#1,0,0,0,0
span#2,0,0,0,0
spanish,0,0,0,0
spank,0,1,1,0
spare#1,0,0,0,0
spare#2,1,1,0,0
spare#3,0,0,0,0
spark,0,0,0,0
sparkle,0,0,0,0
speak#1,0,0,0,0
speak#2,1,0,0,0
speak#3,1,0,0,0
speak#4,0,0,0,0
speak#5,0,0,0,0
speak#6,0,0,0,0
speaker,1,0,0,0
spear#1,0,1,0,0
spear#2,2,2,1,0
special,0,0,0,0
specialisation#1,0,0,0,0
specialist,0,0,0,0
specialization,0,0,0,0
specific#1,0,0,0,0
specific#2,0,0,0,0
specifically,0,0,0,0
specification,0,0,0,0
specify,0,0,0,0
spectacle,0,0,0,0
spectacular,0,1,0,0
spectator,0,0,0,0
speculate,0,0,0,0
speculation,0,0,0,0
speculative,0,0,0,0
speech#1,0,0,0,0
speech#2,0,0,0,0
speech#3,0,0,0,0
speechless,0,0,0,0
speed#1,0,1,0,0
speed#2,0,1,0,0
speedily,0,0,0,0
speedy,0,0,0,0
spell#1,0,0,0,0
spell#2,0,0,0,0
spend#1,0,0,0,0
spend#2,0,0,0,0
spend#3,0,0,0,0
spent#1,0,0,0,0
spill,0,0,1,1
spin,0,0,0,0
spinster,0,0,1,0
spirit#1,0,0,0,0
spirit#2,0,0,0,0
spiritual,0,0,0,0
spit#1,0,0,0,0
spit#2,0,0,0,0
spite#1,0,0,0,0
spite#2,0,1,2,0
spiteful,0,1,1,0
splendid,0,0,0,0
splendor,0,0,0,0
split#1,2,2,0,0
split#2,2,0,0,0
split#3,0,0,2,0
spoil,0,1,1,0
spoke#1,0,0,0,0
spoke#2,1,0,0,0
spoke#3,1,0,0,0
spoke#4,0,0,0,0
spoken#1,0,0,0,0
spokesman,0,0,0,0
sponsor#1,0,0,0,0
sponsor#2,1,1,0,0
spontaneous,0,1,0,0
sporadic,0,0,0,0
sport#1,0,0,0,0
sport#2,0,0,0,0
sport#3,0,0,0,0
spot#1,0,0,0,0
spot#2,0,0,0,0
spot#3,0,0,0,0
spot#4,0,0,0,0
spot#5,0,0,1,0
spotless,0,0,0,0
sprain,0,0,1,1
sprang,0,0,0,0
sprawl,0,0,0,0
spray#1,0,0,0,0
spray#2,0,0,0,0
spread#1,0,0,0,0
spread#2,0,0,0,0
spreader,0,0,0,0
sprightly,0,1,0,0
spring#1,0,0,0,0
spring#2,0,0,0,0
spring#3,0,0,0,0
sprinkle,0,0,0,0
sprung,0,0,0,0
spun#1,0,0,0,0
spun#2,0,0,0,0
spur#1,0,0,0,0
spur#2,1,0,0,0
sputter,0,0,1,0
squad,1,0,0,0
squadron,2,0,0,0
squall,0,0,0,0
squander,0,0,1,0
squandor,0,0,0,0
square,0,0,0,0
squarely,0,1,0,0
squat#1,0,0,0,0
squat#2,0,0,0,0
squeeze#1,0,0,0,0
squeeze#2,0,1,0,0
squirrel,0,0,0,0
stab,0,1,1,0
stability,0,1,0,0
stabilize,1,1,0,0
stable,0,1,0,0
stadium,0,0,0,0
staff,0,0,0,0
stage#1,0,0,0,0
stage#2,0,0,0,0
stage#3,0,0,0,0
stagecoach,0,0,0,0
stagger,0,0,0,0
stagnant,0,0,1,0
stain,0,0,1,0
stair,0,0,0,0
stairway,0,0,0,0
stake,0,0,0,0
stale,0,0,1,0
stalemate,0,0,1,0
stalin,1,0,0,0
stall#1,0,0,0,0
stall#2,0,1,0,0
stammer,0,0,1,0
stamp#1,0,0,0,0
stamp#2,0,2,1,0
stance,0,0,0,0
stand#1,0,1,0,0
stand#2,0,1,0,0
stand#3,1,1,0,0
stand#4,0,1,0,0
stand#5,0,1,0,0
stand#6,0,0,0,0
stand#7,0,1,0,0
standard#1,1,0,0,0
standard#2,0,0,0,0
standardize,0,0,0,0
standpoint,0,0,0,0
standstill,0,0,1,0
staple,0,0,0,0
star#1,0,0,0,0
star#2,0,0,0,0
star#3,0,0,0,0
stare#1,0,0,0,0
stare#2,0,0,0,0
stark,0,0,1,0
start#1,0,0,0,0
start#2,0,0,0,0
start#3,0,0,0,0
start#4,0,0,0,0
start#5,0,0,0,0
starter,0,0,0,0
startle,0,1,1,0
starvation,0,0,1,0
starve,0,0,1,0
state#1,2,1,0,0
state#2,0,0,0,0
state#3,0,0,0,0
state#4,0,0,0,0
state#5,0,0,0,0
state#6,0,0,0,0
stately,1,0,0,0
statement,0,0,0,0
statesman,1,1,0,0
statesmen,1,1,0,0
static,0,0,1,0
station#1,0,0,0,0
station#2,1,0,0,0
station#3,0,0,0,0
station#4,0,0,0,0
stationary,0,0,0,0
statistical,0,0,0,0
statistics,0,0,0,0
statuesque,1,1,0,0
status#1,1,0,0,0
status#2,1,0,0,0
statute,2,0,0,0
statutory,2,0,0,0
staunch,0,1,0,0
staunchness,0,1,0,0
stay#1,0,0,0,0
stay#2,0,0,0,0
steadfast,0,1,0,0
steadfastness,0,1,0,0
steadily,0,1,0,0
steadiness,0,1,0,0
steady,0,1,0,0
steak,0,0,0,0
steal#1,0,1,1,0
steal#2,0,1,1,0
steam#1,0,0,0,0
steam#2,0,0,0,0
steamer,0,0,0,0
steel,0,1,0,0
steep,0,0,0,0
steer#1,0,0,0,0
steer#2,2,0,0,0
stem#1,0,0,0,0
stem#2,0,0,0,0
step#1,0,0,0,0
step#2,0,0,0,0
step#3,3,1,0,0
step#4,0,0,0,0
steppes,0,0,0,0
stereo,0,0,0,0
stereotype,0,0,0,0
sterling,0,0,0,0
stern,0,2,2,0
stick#1,0,0,0,0
stick#2,0,1,0,0
stick#3,0,1,0,0
stick#4,0,0,0,0
stick#5,0,1,0,0
stick#6,0,0,2,0
stiff,0,1,0,0
stiffly,0,1,0,0
stifle,1,2,1,0
stigma,0,0,1,0
still#1,0,0,0,0
still#2,0,0,0,0
still#3,0,0,0,0
still#4,0,0,0,0
still#5,1,1,0,0
stimulate,1,0,0,0
stimulation,0,0,0,0
stimulus,0,0,0,0
sting,0,1,1,1
stink,0,0,1,1
stipulate,1,0,0,0
stipulation,1,0,0,0
stir,0,0,0,0
stock,0,0,0,0
stockpile,0,0,0,0
stoicism,0,1,0,0
stole,0,1,1,0
stolen#1,0,0,1,0
stolen#2,0,1,1,0
stomach#1,0,0,0,0
stomach#2,0,1,0,0
stone#1,0,1,0,0
stone#2,0,1,1,0
stood#1,0,1,0,0
stood#2,1,1,0,0
stood#3,0,1,0,0
stood#4,0,1,0,0
stop#1,0,0,0,0
stop#2,2,2,0,0
stop#3,0,0,0,0
stop#4,0,1,0,0
stopper,0,0,0,0
storage,0,0,0,0
store#1,0,0,0,0
store#2,0,0,0,0
store#3,0,0,0,0
store#4,0,0,0,0
store#5,0,0,0,0
storm#1,0,1,0,0
storm#2,1,2,1,0
stormy,0,1,1,0
story#1,0,0,0,0
story#2,0,0,0,0
stove,0,0,0,0
straggle,0,0,1,0
straggler,0,0,1,0
straight#1,0,0,0,0
straight#2,0,0,0,0
straight#3,0,0,0,0
straight#4,0,0,0,0
straightforward,0,1,0,0
strain#1,0,0,1,1
strain#2,0,0,1,0
strange,0,0,0,0
stranger,0,0,0,0
strangle,0,1,1,0
strategic,0,1,0,0
strategy,0,0,0,0
stratum,0,0,0,0
straw,0,0,0,0
stray,0,0,1,0
streak,0,0,0,0
stream#1,0,0,0,0
stream#2,0,0,0,0
stream#3,0,0,0,0
stream#4,0,0,0,0
streamer,0,0,0,0
street,0,0,0,0
strength,2,1,0,0
strengthen#1,2,1,0,0
strengthen#2,2,1,0,0
strenuous,1,1,0,0
stress#1,0,0,1,1
stress#2,0,0,1,0
stretch#1,0,0,0,0
stretch#2,0,0,0,0
stricken,0,0,1,1
strict#1,1,1,1,0
strict#2,0,1,1,0
strict#3,1,1,1,0
stride#1,0,0,0,0
stride#2,0,0,0,0
strife,2,1,1,0
strike#1,0,2,1,0
strike#2,0,0,0,0
strike#3,2,2,0,0
strike#4,0,0,0,0
strike#5,0,0,2,0
strike#6,0,1,0,0
string,0,0,0,0
stringent,0,2,1,0
strip#1,0,0,0,0
strip#2,0,2,0,0
strive,0,0,0,0
striven,0,0,0,0
stroke#1,0,0,0,0
stroke#2,0,0,0,0
strong#1,2,1,0,0
strong#2,2,1,0,0
strong#3,2,1,0,0
strong#4,1,1,0,0
stronghold,1,1,0,0
strove,0,0,0,0
struck#1,0,2,1,0
struck#2,0,0,0,0
structural,0,0,0,0
structure#1,0,0,0,0
structure#2,0,0,0,0
struggle#1,2,1,1,0
struggle#2,2,1,1,0
struggle#3,2,1,1,0
strut,1,0,0,0
stubborn,0,2,1,0
stubbornly,0,2,1,0
stubbornness,0,2,1,0
stuck#1,0,0,0,0
stud,1,0,0,0
student,0,0,0,0
studio,0,0,0,0
studious,0,0,0,0
study#1,0,0,0,0
study#2,0,0,0,0
study#3,0,0,1,0
study#4,0,0,0,0
stuff#1,0,0,0,0
stuff#2,0,1,0,0
stuff#3,0,0,0,0
stuff#4,0,0,0,0
stuff#5,0,0,0,0
stuffy,0,0,1,0
stumble,0,0,0,0
stun,0,2,0,0
stunt,0,0,1,0
stupendous,0,0,0,0
stupid#1,0,0,1,0
stupid#2,0,0,1,0
stupid#3,0,0,1,0
stupidity,0,0,1,0
stupor,0,0,1,1
sturdy,1,1,0,0
style,0,0,0,0
stylish,0,0,0,0
suave,0,1,0,0
subdue,2,2,0,0
subject#1,0,0,0,0
subject#2,0,0,0,0
subject#3,0,0,0,0
subjection,0,0,1,0
subjective,0,0,0,0
subjugate,0,0,1,0
subjugation,1,0,1,0
sublime,0,0,0,0
submarine,2,0,0,0
submerge,0,0,0,0
submission,1,0,0,0
submissive,0,0,1,0
submit,0,0,0,0
subordinate,1,0,0,0
subordination,1,0,0,0
subscribe,0,0,0,0
subscriber,0,0,0,0
subscription,0,0,0,0
subsequent,0,0,0,0
subservience,0,0,1,0
subserviency,1,0,0,0
subside,0,0,1,0
subsidize,0,0,0,0
subsidy,0,0,0,0
subsist,0,0,0,0
subsistence,0,0,0,0
substance,0,0,0,0
substantial,0,1,0,0
substantiate,0,0,0,0
substitute#1,0,0,0,0
substitute#2,0,0,0,0
substitution,0,0,1,0
subtle,0,0,0,0
subtract,0,0,1,0
subtraction,0,0,0,0
suburb,0,0,0,0
suburban,0,0,0,0
subversion,3,1,1,0
subvert,3,1,1,0
succeed#1,0,0,0,0
succeed#2,0,0,0,0
succeed#3,0,0,0,0
success,0,0,0,0
successful,0,0,0,0
succession,1,0,0,0
successive,0,0,0,0
successor,1,1,0,0
succumb,0,0,1,0
such#1,0,0,0,0
such#2,0,0,0,0
such#3,0,0,0,0
such#4,0,0,0,0
